@relation 'IM_auto-status_intelligibility-weka.filters.unsupervised.attribute.Remove-R105-118,121-weka.filters.unsupervised.attribute.Remove-R106-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 10-weka.filters.unsupervised.attribute.Remove-R3'

@attribute timeSinceLastOMsg numeric
@attribute log(lastOMsg) numeric
@attribute KBCountFeature(60) numeric
@attribute log(KBCountFeature(60)) numeric
@attribute KBCountFeature(30) numeric
@attribute log(KBCountFeature(30)) numeric
@attribute Focus {'out of focus','in focus'}
@attribute UserInputCountFeature(120) numeric
@attribute log(UserInputCountFeature(120)) numeric
@attribute _future_respondedWithin(60) {0,1}

@data
7,0.90309,95,1.982271,65,1.819544,'out of focus',1416,3.15137,1
33,1.531479,113,2.056905,35,1.556303,'in focus',2015,3.304491,1
9,1,169,2.230449,155,2.193125,'out of focus',1899,3.278754,1
8,0.954243,322,2.509203,156,2.1959,'out of focus',2180,3.338656,1
19,1.30103,213,2.330414,96,1.986772,'out of focus',2159,3.334454,1
26,1.431364,175,2.245513,33,1.531479,'out of focus',1982,3.297323,1
27,1.447158,19,1.30103,19,1.30103,'out of focus',1726,3.237292,1
28,1.462398,19,1.30103,14,1.176091,'out of focus',1785,3.251881,1
33,1.531479,52,1.724276,0,0,'out of focus',2513,3.400365,1
260,2.416641,0,0,0,0,'out of focus',3198,3.505014,1
22,1.361728,154,2.190332,154,2.190332,'in focus',2216,3.345766,1
27,1.447158,215,2.334454,198,2.298853,'in focus',2074,3.317018,1
38,1.591065,215,2.334454,129,2.113943,'in focus',1786,3.252125,1
3147,3.498035,0,0,0,0,'out of focus',1347,3.12969,1
3158,3.49955,0,0,0,0,'in focus',1273,3.105169,1
15,1.20412,53,1.732394,53,1.732394,'out of focus',1254,3.098644,1
29978,4.476817,0,0,0,0,'out of focus',64,1.812913,0
29979,4.476832,0,0,0,0,'out of focus',64,1.812913,0
236778,5.374343,0,0,0,0,'in focus',26,1.431364,0
236779,5.374345,0,0,0,0,'in focus',26,1.431364,0
38,1.591065,22,1.361728,0,0,'out of focus',700,2.845718,0
25629,4.408749,41,1.623249,0,0,'out of focus',2156,3.33385,1
25646,4.409037,10,1.041393,10,1.041393,'out of focus',2681,3.428459,1
3,0.60206,119,2.079181,111,2.049218,'in focus',2624,3.419129,1
6,0.845098,210,2.324282,135,2.133539,'in focus',2357,3.372544,1
1,0.30103,193,2.287802,113,2.056905,'out of focus',2242,3.350829,1
29,1.477121,129,2.113943,5,0.778151,'out of focus',2116,3.325721,1
0,0,82,1.919078,19,1.30103,'in focus',2100,3.322426,1
0,0,82,1.919078,19,1.30103,'in focus',2011,3.303628,1
6,0.845098,77,1.892095,19,1.30103,'in focus',1888,3.276232,1
1,0.30103,79,1.90309,50,1.70757,'in focus',1775,3.249443,1
8,0.954243,174,2.243038,155,2.193125,'in focus',1757,3.245019,1
7,0.90309,188,2.276462,152,2.184691,'out of focus',1800,3.255514,1
12,1.113943,188,2.276462,138,2.143015,'out of focus',2075,3.317227,1
1,0.30103,219,2.342423,117,2.071882,'in focus',2105,3.323458,1
20,1.322219,129,2.113943,39,1.60206,'out of focus',2031,3.307924,1
25,1.414973,93,1.973128,34,1.544068,'out of focus',1970,3.294687,1
32,1.518514,86,1.939519,7,0.90309,'out of focus',1973,3.295347,1
42,1.633468,133,2.127105,70,1.851258,'out of focus',1722,3.236285,1
47,1.681241,151,2.181844,103,2.017033,'out of focus',1548,3.190051,1
6,0.845098,267,2.428135,103,2.017033,'in focus',1798,3.255031,1
3,0.60206,250,2.399674,156,2.1959,'in focus',1494,3.174641,1
5,0.778151,312,2.495544,180,2.257679,'in focus',1214,3.084576,1
1,0.30103,314,2.498311,172,2.238046,'in focus',1114,3.047275,1
8,0.954243,285,2.456366,129,2.113943,'in focus',1007,3.003461,1
6,0.845098,249,2.39794,102,2.012837,'in focus',711,2.85248,1
1,0.30103,243,2.38739,133,2.127105,'in focus',711,2.85248,1
2,0.477121,243,2.38739,133,2.127105,'in focus',710,2.85187,1
7,0.90309,233,2.369216,117,2.071882,'in focus',562,2.750508,1
8,0.954243,211,2.326336,96,1.986772,'in focus',506,2.705008,1
16,1.230449,173,2.240549,56,1.755875,'in focus',492,2.692847,1
18,1.278754,120,2.082785,55,1.748188,'out of focus',556,2.745855,0
34,1.544068,137,2.139879,45,1.662758,'out of focus',1946,3.289366,1
3,0.60206,138,2.143015,106,2.029384,'out of focus',2072,3.316599,0
5,0.778151,45,1.662758,45,1.662758,'in focus',2601,3.415307,1
8,0.954243,137,2.139879,137,2.139879,'in focus',2327,3.366983,1
9,1,149,2.176091,149,2.176091,'in focus',2339,3.369216,1
6,0.845098,149,2.176091,149,2.176091,'out of focus',2509,3.399674,1
9,1,149,2.176091,149,2.176091,'in focus',2611,3.416973,1
9,1,161,2.209515,72,1.863323,'in focus',2677,3.427811,1
9,1,172,2.238046,23,1.380211,'in focus',2435,3.386677,0
14,1.176091,168,2.227887,23,1.380211,'in focus',2130,3.328583,0
31,1.50515,139,2.146128,0,0,'out of focus',1127,3.052309,1
29,1.477121,68,1.838849,7,0.90309,'in focus',654,2.816241,1
17,1.255273,191,2.283301,94,1.977724,'out of focus',1701,3.23096,1
22,1.361728,177,2.25042,62,1.799341,'in focus',1796,3.254548,1
2,0.477121,188,2.276462,27,1.447158,'out of focus',1747,3.242541,1
24,1.39794,43,1.643453,30,1.491362,'out of focus',2338,3.36903,0
28,1.462398,43,1.643453,9,1,'out of focus',2217,3.345962,0
48,1.690196,24,1.39794,0,0,'out of focus',1475,3.169086,1
87,1.944483,0,0,0,0,'out of focus',1743,3.241546,1
27,1.447158,21,1.342423,1,0.30103,'out of focus',1626,3.211388,1
16,1.230449,40,1.612784,19,1.30103,'out of focus',775,2.889862,1
106,2.029384,0,0,0,0,'out of focus',669,2.826075,1
17,1.255273,5,0.778151,5,0.778151,'out of focus',1657,3.219585,1
57,1.763428,53,1.732394,37,1.579784,'out of focus',1175,3.070407,0
14,1.176091,53,1.732394,10,1.041393,'out of focus',1642,3.215638,1
18,1.278754,102,2.012837,42,1.633468,'out of focus',492,2.692847,1
30,1.491362,61,1.792392,0,0,'out of focus',637,2.804821,1
30,1.491362,61,1.792392,0,0,'out of focus',637,2.804821,1
30,1.491362,61,1.792392,0,0,'out of focus',637,2.804821,1
41,1.623249,61,1.792392,0,0,'out of focus',892,2.950851,1
45,1.662758,61,1.792392,0,0,'out of focus',1010,3.004751,1
45,1.662758,61,1.792392,0,0,'out of focus',1010,3.004751,1
6,0.845098,71,1.857333,71,1.857333,'in focus',962,2.983626,1
6,0.845098,119,2.079181,74,1.875061,'out of focus',857,2.933487,1
16,1.230449,131,2.120574,40,1.612784,'in focus',949,2.977724,1
17,1.255273,125,2.100371,51,1.716003,'out of focus',1136,3.05576,1
1,0.30103,161,2.209515,75,1.880814,'in focus',1118,3.04883,1
4,0.69897,147,2.170262,61,1.792392,'out of focus',988,2.995196,1
16,1.230449,88,1.94939,41,1.623249,'out of focus',964,2.984527,0
5294,3.723866,0,0,0,0,'out of focus',13,1.146128,0
5,0.778151,5,0.778151,5,0.778151,'in focus',93,1.973128,1
6,0.845098,26,1.431364,26,1.431364,'in focus',104,2.021189,1
8,0.954243,26,1.431364,26,1.431364,'in focus',104,2.021189,1
529,2.724276,0,0,0,0,'out of focus',251,2.401401,1
13,1.146128,5,0.778151,5,0.778151,'in focus',122,2.089905,1
73297,4.865092,0,0,0,0,'out of focus',348,2.542825,1
6,0.845098,55,1.748188,55,1.748188,'in focus',466,2.669317,1
15,1.20412,79,1.90309,73,1.869232,'in focus',443,2.647383,1
6,0.845098,158,2.201397,63,1.80618,'in focus',560,2.748963,1
9,1,130,2.117271,39,1.60206,'out of focus',837,2.923244,0
52,1.724276,23,1.380211,0,0,'in focus',699,2.845098,1
10,1.041393,47,1.681241,41,1.623249,'in focus',635,2.803457,1
18,1.278754,66,1.826075,60,1.78533,'in focus',654,2.816241,1
34,1.544068,61,1.792392,0,0,'out of focus',702,2.846955,1
2,0.477121,81,1.913814,81,1.913814,'out of focus',972,2.988113,1
9,1,145,2.164353,37,1.579784,'out of focus',1054,3.023252,1
22,1.361728,122,2.089905,78,1.897627,'in focus',1163,3.065953,1
6,0.845098,139,2.146128,75,1.880814,'out of focus',969,2.986772,1
3,0.60206,134,2.130334,75,1.880814,'out of focus',1130,3.053463,1
2,0.477121,106,2.029384,31,1.50515,'in focus',902,2.955688,1
20,1.322219,71,1.857333,31,1.50515,'in focus',680,2.833147,1
20,1.322219,71,1.857333,31,1.50515,'in focus',680,2.833147,1
248,2.396199,0,0,0,0,'out of focus',825,2.91698,1
2,0.477121,84,1.929419,84,1.929419,'in focus',1151,3.061452,1
6,0.845098,145,2.164353,118,2.075547,'in focus',1198,3.078819,1
4,0.69897,172,2.238046,88,1.94939,'in focus',1013,3.006038,1
14,1.176091,147,2.170262,29,1.477121,'in focus',956,2.980912,1
614,2.788875,0,0,0,0,'out of focus',1841,3.26529,1
8,0.954243,302,2.481443,286,2.457882,'in focus',1974,3.295567,1
303,2.482874,11,1.079181,8,0.954243,'out of focus',430,2.634477,1
6,0.845098,41,1.623249,30,1.491362,'in focus',626,2.797268,1
4,0.69897,169,2.230449,139,2.146128,'in focus',765,2.884229,1
25,1.414973,169,2.230449,36,1.568202,'in focus',795,2.900913,1
17,1.255273,59,1.778151,28,1.462398,'in focus',621,2.79379,1
21,1.342423,83,1.924279,52,1.724276,'in focus',254,2.40654,1
26,1.431364,153,2.187521,33,1.531479,'out of focus',970,2.987219,1
52,1.724276,137,2.139879,86,1.939519,'in focus',1039,3.017033,1
21,1.342423,132,2.123852,44,1.653213,'out of focus',818,2.913284,1
7,0.90309,203,2.30963,111,2.049218,'in focus',936,2.97174,1
61,1.792392,111,2.049218,111,2.049218,'out of focus',472,2.674861,1
4,0.69897,259,2.414973,74,1.875061,'out of focus',541,2.733999,0
64,1.812913,191,2.283301,134,2.130334,'out of focus',819,2.913814,1
25,1.414973,80,1.908485,67,1.832509,'in focus',1290,3.110926,1
7,0.90309,143,2.158362,105,2.025306,'in focus',1296,3.11294,1
27,1.447158,126,2.103804,15,1.20412,'out of focus',1418,3.151982,1
19,1.30103,65,1.819544,62,1.799341,'out of focus',1212,3.083861,1
0,0,3,0.60206,3,0.60206,'in focus',1464,3.165838,1
2,0.477121,93,1.973128,90,1.959041,'in focus',1547,3.189771,0
50,1.70757,42,1.633468,0,0,'in focus',728,2.862728,1
21,1.342423,123,2.093422,44,1.653213,'out of focus',303,2.482874,1
348,2.542825,0,0,0,0,'out of focus',2,0.477121,0
371,2.570543,0,0,0,0,'out of focus',2,0.477121,0
536,2.729974,7,0.90309,7,0.90309,'in focus',204,2.311754,1
5,0.778151,31,1.50515,31,1.50515,'out of focus',352,2.547775,1
1,0.30103,77,1.892095,70,1.851258,'in focus',1191,3.076276,1
4,0.69897,156,2.1959,142,2.155336,'in focus',463,2.666518,1
21,1.342423,209,2.322219,68,1.838849,'in focus',642,2.808211,1
12,1.113943,161,2.209515,90,1.959041,'in focus',394,2.596597,1
13,1.146128,34,1.544068,33,1.531479,'out of focus',1525,3.183555,1
31,1.50515,137,2.139879,6,0.845098,'in focus',997,2.999131,1
15,1.20412,63,1.80618,12,1.113943,'out of focus',762,2.882525,1
49,1.69897,26,1.431364,14,1.176091,'in focus',1123,3.050766,1
16,1.230449,86,1.939519,69,1.845098,'in focus',818,2.913284,1
13,1.146128,205,2.313867,83,1.924279,'in focus',607,2.783904,1
8,0.954243,174,2.243038,96,1.986772,'in focus',379,2.579784,1
9,1,191,2.283301,95,1.982271,'in focus',384,2.585461,1
12,1.113943,193,2.287802,115,2.064458,'in focus',389,2.591065,1
8,0.954243,225,2.354108,117,2.071882,'in focus',369,2.568202,1
20,1.322219,123,2.093422,97,1.991226,'in focus',1872,3.272538,1
18,1.278754,157,2.198657,66,1.826075,'in focus',867,2.93852,1
4,0.69897,120,2.082785,30,1.491362,'in focus',886,2.947924,1
29,1.477121,26,1.431364,2,0.477121,'out of focus',775,2.889862,1
11,1.079181,210,2.324282,67,1.832509,'out of focus',786,2.895975,0
108,2.037427,0,0,0,0,'out of focus',390,2.592177,1
49,1.69897,52,1.724276,0,0,'out of focus',338,2.5302,0
57,1.763428,19,1.30103,0,0,'out of focus',284,2.454845,0
0,0,69,1.845098,27,1.447158,'in focus',1008,3.003891,1
9498,3.977678,0,0,0,0,'out of focus',372,2.571709,1
15,1.20412,69,1.845098,69,1.845098,'out of focus',434,2.638489,1
15,1.20412,256,2.409933,83,1.924279,'in focus',1054,3.023252,1
0,0,192,2.285557,120,2.082785,'in focus',437,2.641474,1
24,1.39794,172,2.238046,27,1.447158,'in focus',333,2.523746,1
6,0.845098,127,2.10721,5,0.778151,'out of focus',521,2.717671,0
6,0.845098,68,1.838849,68,1.838849,'in focus',587,2.769377,1
7,0.90309,178,2.252853,131,2.120574,'in focus',721,2.858537,1
33,1.531479,121,2.08636,0,0,'out of focus',1016,3.007321,1
50,1.70757,39,1.60206,0,0,'out of focus',1070,3.029789,1
1,0.30103,20,1.322219,20,1.322219,'in focus',387,2.588832,1
5,0.778151,32,1.518514,32,1.518514,'in focus',299,2.477121,1
42,1.633468,88,1.94939,0,0,'out of focus',359,2.556303,1
67,1.832509,0,0,0,0,'out of focus',423,2.627366,1
76,1.886491,0,0,0,0,'in focus',545,2.737193,1
5,0.778151,69,1.845098,69,1.845098,'in focus',462,2.665581,1
179,2.255273,0,0,0,0,'out of focus',501,2.700704,0
8,0.954243,118,2.075547,74,1.875061,'in focus',798,2.902547,1
10,1.041393,192,2.285557,104,2.021189,'in focus',619,2.792392,1
7,0.90309,173,2.240549,103,2.017033,'in focus',465,2.668386,1
36,1.568202,96,1.986772,24,1.39794,'in focus',253,2.404834,1
43,1.643453,64,1.812913,0,0,'in focus',227,2.357935,1
3,0.60206,146,2.167317,111,2.049218,'in focus',302,2.481443,1
9619,3.983175,279,2.447158,128,2.11059,'out of focus',1306,3.116276,1
25,1.414973,44,1.653213,11,1.079181,'in focus',698,2.844477,1
7,0.90309,121,2.08636,121,2.08636,'out of focus',595,2.775246,0
19,1.30103,74,1.875061,49,1.69897,'out of focus',239,2.380211,1
3,0.60206,74,1.875061,21,1.342423,'out of focus',309,2.491362,0
3,0.60206,79,1.90309,45,1.662758,'in focus',246,2.392697,1
10,1.041393,243,2.38739,168,2.227887,'in focus',307,2.488551,1
10,1.041393,183,2.264818,31,1.50515,'out of focus',313,2.49693,0
712,2.85309,169,2.230449,0,0,'out of focus',890,2.949878,1
14,1.176091,185,2.269513,104,2.021189,'in focus',663,2.822168,1
221,2.346353,90,1.959041,0,0,'out of focus',1740,3.240799,1
29,1.477121,54,1.740363,1,0.30103,'out of focus',1593,3.202488,0
158,2.201397,79,1.90309,29,1.477121,'in focus',1994,3.299943,1
172,2.238046,82,1.919078,3,0.60206,'in focus',1813,3.258637,1
183,2.264818,96,1.986772,47,1.681241,'in focus',1628,3.211921,1
16,1.230449,102,2.012837,99,2,'in focus',1376,3.138934,1
5,0.778151,152,2.184691,92,1.968483,'in focus',1189,3.075547,1
9,1,179,2.255273,118,2.075547,'in focus',1161,3.065206,1
15,1.20412,196,2.294466,135,2.133539,'in focus',1110,3.045714,1
19,1.30103,206,2.31597,124,2.09691,'in focus',838,2.923762,1
10,1.041393,194,2.290035,88,1.94939,'in focus',329,2.518514,1
1,0.30103,174,2.243038,55,1.748188,'in focus',388,2.58995,1
2,0.477121,174,2.243038,47,1.681241,'in focus',380,2.580925,1
9,1,151,2.181844,77,1.892095,'in focus',336,2.52763,1
4,0.69897,216,2.33646,139,2.146128,'in focus',361,2.558709,1
6,0.845098,229,2.361728,152,2.184691,'in focus',410,2.613842,1
25,1.414973,192,2.285557,25,1.414973,'in focus',334,2.525045,1
10,1.041393,106,2.029384,25,1.414973,'in focus',327,2.515874,1
25,1.414973,61,1.792392,60,1.78533,'in focus',317,2.502427,1
13,1.146128,144,2.161368,42,1.633468,'in focus',255,2.40824,1
6,0.845098,128,2.11059,5,0.778151,'out of focus',277,2.444045,0
5,0.778151,69,1.845098,69,1.845098,'in focus',652,2.814913,1
7,0.90309,208,2.320146,139,2.146128,'in focus',735,2.866878,1
2,0.477121,208,2.320146,137,2.139879,'in focus',735,2.866878,1
1,0.30103,222,2.348305,120,2.082785,'in focus',749,2.875061,1
3,0.60206,226,2.356026,106,2.029384,'in focus',779,2.892095,1
7,0.90309,209,2.322219,93,1.973128,'in focus',843,2.926342,1
8,0.954243,206,2.31597,88,1.94939,'in focus',843,2.926342,1
14,1.176091,139,2.146128,18,1.278754,'out of focus',941,2.974051,1
8,0.954243,75,1.880814,13,1.146128,'out of focus',1173,3.069668,0
6526,3.814714,0,0,0,0,'out of focus',0,0,0
6539,3.815578,0,0,0,0,'out of focus',13,1.146128,0
8,0.954243,45,1.662758,45,1.662758,'in focus',132,2.123852,1
14,1.176091,76,1.886491,76,1.886491,'in focus',163,2.214844,1
7,0.90309,117,2.071882,17,1.255273,'in focus',191,2.283301,1
30,1.491362,0,0,0,0,'in focus',93,1.973128,1
36,1.568202,0,0,0,0,'in focus',74,1.875061,1
18,1.278754,0,0,0,0,'in focus',16,1.230449,1
24,1.39794,0,0,0,0,'out of focus',0,0,1
6,0.845098,0,0,0,0,'in focus',0,0,1
11,1.079181,0,0,0,0,'in focus',0,0,1
13,1.146128,0,0,0,0,'in focus',0,0,1
3,0.60206,0,0,0,0,'out of focus',0,0,0
6,0.845098,104,2.021189,83,1.924279,'out of focus',1127,3.052309,1
9,1,198,2.298853,114,2.060698,'in focus',923,2.965672,1
23,1.380211,108,2.037427,29,1.477121,'in focus',415,2.619093,1
14,1.176091,73,1.869232,12,1.113943,'in focus',311,2.494155,1
29,1.477121,62,1.799341,51,1.716003,'in focus',308,2.489958,1
12,1.113943,66,1.826075,54,1.740363,'in focus',208,2.320146,1
5,0.778151,83,1.924279,29,1.477121,'in focus',161,2.209515,1
10,1.041393,117,2.071882,74,1.875061,'out of focus',1388,3.142702,1
22,1.361728,108,2.037427,18,1.278754,'out of focus',1593,3.202488,1
27,1.447158,117,2.071882,22,1.361728,'out of focus',1592,3.202216,1
4,0.69897,55,1.748188,38,1.591065,'out of focus',1350,3.130655,1
3,0.60206,84,1.929419,60,1.78533,'in focus',1238,3.093071,1
48,1.690196,43,1.643453,0,0,'in focus',1290,3.110926,1
8,0.954243,94,1.977724,94,1.977724,'in focus',1115,3.047664,1
1,0.30103,149,2.176091,149,2.176091,'in focus',1061,3.026125,1
11,1.079181,192,2.285557,131,2.120574,'in focus',1068,3.028978,1
4,0.69897,216,2.33646,105,2.025306,'out of focus',1047,3.020361,1
11,1.079181,212,2.32838,68,1.838849,'in focus',1126,3.051924,1
17,1.255273,140,2.149219,65,1.819544,'in focus',856,2.932981,1
5,0.778151,153,2.187521,41,1.623249,'in focus',750,2.87564,1
11,1.079181,140,2.149219,41,1.623249,'in focus',709,2.851258,1
25,1.414973,74,1.875061,21,1.342423,'in focus',533,2.727541,1
28,1.462398,74,1.875061,6,0.845098,'in focus',518,2.715167,1
11,1.079181,86,1.939519,56,1.755875,'in focus',208,2.320146,1
16,1.230449,68,1.838849,62,1.799341,'in focus',193,2.287802,1
8541,3.93156,101,2.0086,45,1.662758,'out of focus',765,2.884229,1
0,0,136,2.136721,91,1.963788,'in focus',826,2.917506,1
7,0.90309,153,2.187521,105,2.025306,'in focus',843,2.926342,1
21,1.342423,199,2.30103,110,2.045323,'in focus',876,2.943,1
33,1.531479,104,2.021189,1,0.30103,'in focus',1315,3.119256,1
48,1.690196,60,1.78533,0,0,'out of focus',405,2.608526,0
10,1.041393,107,2.033424,107,2.033424,'in focus',203,2.30963,1
12,1.113943,120,2.082785,120,2.082785,'in focus',216,2.33646,1
17,1.255273,129,2.113943,54,1.740363,'in focus',225,2.354108,1
92,1.968483,0,0,0,0,'out of focus',495,2.695482,1
1872,3.272538,0,0,0,0,'out of focus',833,2.921166,1
29,1.477121,8,0.954243,1,0.30103,'out of focus',1613,3.207904,1
8,0.954243,74,1.875061,74,1.875061,'out of focus',1808,3.257439,0
30,1.491362,83,1.924279,45,1.662758,'out of focus',1518,3.181558,1
55,1.748188,104,2.021189,43,1.643453,'in focus',1593,3.202488,1
7,0.90309,116,2.068186,71,1.857333,'in focus',1526,3.183839,1
19,1.30103,91,1.963788,22,1.361728,'in focus',1093,3.039017,1
8,0.954243,147,2.170262,106,2.029384,'in focus',1003,3.001734,1
94,1.977724,0,0,0,0,'out of focus',334,2.525045,1
16,1.230449,90,1.959041,90,1.959041,'in focus',507,2.705864,1
7,0.90309,156,2.1959,92,1.968483,'in focus',573,2.758912,1
37,1.579784,132,2.123852,0,0,'out of focus',731,2.864511,1
3,0.60206,159,2.20412,129,2.113943,'out of focus',816,2.912222,1
10,1.041393,170,2.232996,110,2.045323,'in focus',885,2.947434,1
14,1.176091,182,2.262451,39,1.60206,'in focus',809,2.908485,1
7,0.90309,129,2.113943,33,1.531479,'out of focus',1012,3.005609,0
68281,4.834306,8,0.954243,0,0,'out of focus',948,2.977266,1
7,0.90309,33,1.531479,33,1.531479,'out of focus',1099,3.041393,0
11,1.079181,33,1.531479,33,1.531479,'out of focus',1026,3.01157,0
8428,3.925776,0,0,0,0,'out of focus',13,1.146128,0
3159,3.499687,2,0.477121,2,0.477121,'out of focus',2118,3.326131,1
11,1.079181,84,1.929419,82,1.919078,'out of focus',2409,3.382017,1
25,1.414973,84,1.929419,24,1.39794,'out of focus',2616,3.417804,1
23,1.380211,186,2.271842,56,1.755875,'out of focus',3247,3.511616,1
16,1.230449,129,2.113943,45,1.662758,'out of focus',4451,3.648555,1
8,0.954243,78,1.897627,35,1.556303,'out of focus',3855,3.586137,1
67,1.832509,72,1.863323,52,1.724276,'out of focus',5304,3.724685,1
25,1.414973,4,0.69897,4,0.69897,'out of focus',3783,3.577951,1
34,1.544068,258,2.4133,236,2.374748,'out of focus',2965,3.472171,0
26,1.431364,49,1.69897,18,1.278754,'out of focus',665,2.823474,1
46,1.672098,55,1.748188,0,0,'out of focus',891,2.950365,1
6263,3.796852,0,0,0,0,'out of focus',0,0,0
7,0.90309,83,1.924279,82,1.919078,'out of focus',435,2.639486,1
10,1.041393,120,2.082785,67,1.832509,'in focus',559,2.748188,1
9,1,173,2.240549,65,1.819544,'out of focus',624,2.79588,0
2678,3.427973,0,0,0,0,'out of focus',4242,3.627673,0
845,2.92737,0,0,0,0,'out of focus',240,2.382017,1
2540,3.405005,0,0,0,0,'out of focus',589,2.770852,0
15,1.20412,3,0.60206,3,0.60206,'out of focus',702,2.846955,1
2,0.477121,24,1.39794,24,1.39794,'in focus',754,2.877947,1
31,1.50515,102,2.012837,0,0,'out of focus',1284,3.108903,1
2,0.477121,31,1.50515,2,0.477121,'out of focus',1073,3.031004,0
5,0.778151,25,1.414973,25,1.414973,'in focus',390,2.592177,1
36,1.568202,97,1.991226,0,0,'in focus',630,2.800029,1
12,1.113943,73,1.869232,73,1.869232,'in focus',424,2.628389,1
14,1.176091,103,2.017033,30,1.491362,'out of focus',519,2.716003,1
33,1.531479,64,1.812913,0,0,'out of focus',857,2.933487,1
13,1.146128,32,1.518514,2,0.477121,'out of focus',1153,3.062206,1
26,1.431364,18,1.278754,18,1.278754,'in focus',1179,3.071882,1
5,0.778151,157,2.198657,155,2.193125,'in focus',1254,3.098644,1
31,1.50515,154,2.190332,0,0,'out of focus',753,2.877371,1
9,1,23,1.380211,2,0.477121,'in focus',395,2.597695,1
1,0.30103,98,1.995635,96,1.986772,'in focus',420,2.624282,1
76,1.886491,17,1.255273,0,0,'out of focus',666,2.824126,1
12,1.113943,38,1.591065,38,1.591065,'in focus',804,2.905796,1
6,0.845098,74,1.875061,62,1.799341,'in focus',804,2.905796,1
3,0.60206,106,2.029384,68,1.838849,'out of focus',870,2.940018,1
29,1.477121,82,1.919078,10,1.041393,'out of focus',821,2.914872,1
4,0.69897,38,1.591065,17,1.255273,'out of focus',1142,3.058046,0
223,2.350248,1,0.30103,0,0,'out of focus',928,2.968016,1
31,1.50515,149,2.176091,0,0,'out of focus',889,2.94939,1
8,0.954243,21,1.342423,21,1.342423,'in focus',791,2.898725,1
14,1.176091,24,1.39794,21,1.342423,'out of focus',925,2.966611,1
233,2.369216,0,0,0,0,'out of focus',1249,3.09691,1
238,2.378398,0,0,0,0,'out of focus',1237,3.092721,1
27,1.447158,112,2.053078,19,1.30103,'out of focus',1001,3.000868,1
20,1.322219,126,2.103804,57,1.763428,'out of focus',699,2.845098,0
103,2.017033,89,1.954243,89,1.954243,'out of focus',684,2.835691,1
3,0.60206,160,2.206826,104,2.021189,'out of focus',889,2.94939,1
6,0.845098,126,2.103804,92,1.968483,'in focus',762,2.882525,1
45,1.662758,33,1.531479,0,0,'in focus',665,2.823474,1
39,1.60206,109,2.041393,0,0,'out of focus',1142,3.058046,1
13,1.146128,43,1.643453,43,1.643453,'in focus',1339,3.127105,1
5,0.778151,112,2.053078,69,1.845098,'in focus',1313,3.118595,1
29,1.477121,156,2.1959,8,0.954243,'in focus',785,2.895423,1
4912,3.691347,12,1.113943,6,0.845098,'out of focus',1533,3.185825,1
6,0.845098,32,1.518514,26,1.431364,'out of focus',1086,3.03623,0
5,0.778151,117,2.071882,117,2.071882,'out of focus',356,2.552668,1
17,1.255273,117,2.071882,71,1.857333,'out of focus',355,2.55145,1
35,1.556303,117,2.071882,0,0,'out of focus',355,2.55145,1
40,1.612784,97,1.991226,0,0,'in focus',438,2.642465,1
20,1.322219,6,0.845098,4,0.69897,'out of focus',2409,3.382017,0
25,1.414973,175,2.245513,28,1.462398,'in focus',353,2.549003,1
2,0.477121,109,2.041393,24,1.39794,'in focus',340,2.532754,1
20,1.322219,131,2.120574,59,1.778151,'out of focus',273,2.437751,0
697,2.843855,199,2.30103,106,2.029384,'out of focus',834,2.921686,1
705,2.848805,199,2.30103,75,1.880814,'out of focus',929,2.968483,1
719,2.857333,160,2.206826,11,1.079181,'in focus',947,2.976808,1
1,0.30103,43,1.643453,24,1.39794,'out of focus',1317,3.119915,1
14,1.176091,40,1.612784,21,1.342423,'in focus',1125,3.051538,1
5,0.778151,64,1.812913,56,1.755875,'out of focus',1131,3.053846,0
17,1.255273,64,1.812913,45,1.662758,'out of focus',1251,3.097604,0
29,1.477121,59,1.778151,2,0.477121,'out of focus',1346,3.129368,0
17,1.255273,32,1.518514,32,1.518514,'in focus',2181,3.338855,1
6,0.845098,44,1.653213,12,1.113943,'in focus',1930,3.285782,1
4,0.69897,50,1.70757,18,1.278754,'in focus',1717,3.235023,1
16,1.230449,77,1.892095,55,1.748188,'in focus',1431,3.155943,1
5,0.778151,93,1.973128,79,1.90309,'in focus',1204,3.080987,1
4,0.69897,99,2,77,1.892095,'in focus',883,2.946452,1
5,0.778151,130,2.117271,75,1.880814,'in focus',641,2.807535,1
6,0.845098,169,2.230449,88,1.94939,'out of focus',425,2.62941,0
71,1.857333,0,0,0,0,'out of focus',1204,3.080987,1
128,2.11059,121,2.08636,7,0.90309,'out of focus',664,2.822822,0
59312,4.77315,40,1.612784,40,1.612784,'out of focus',542,2.7348,1
59320,4.773208,46,1.672098,46,1.672098,'in focus',665,2.823474,1
7,0.90309,78,1.897627,62,1.799341,'out of focus',775,2.889862,0
9,1,147,2.170262,147,2.170262,'in focus',1016,3.007321,1
0,0,171,2.235528,142,2.155336,'in focus',936,2.97174,1
3,0.60206,185,2.269513,143,2.158362,'in focus',865,2.937518,1
12,1.113943,246,2.392697,128,2.11059,'in focus',770,2.887054,1
21,1.342423,201,2.305351,72,1.863323,'out of focus',893,2.951338,1
