@relation 'IM_auto-status_intelligibility-weka.filters.unsupervised.attribute.Remove-R105-118,121-weka.filters.unsupervised.attribute.Remove-R106-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 10-weka.filters.unsupervised.attribute.Remove-R3'

@attribute timeSinceLastOMsg numeric
@attribute log(lastOMsg) numeric
@attribute KBCountFeature(60) numeric
@attribute log(KBCountFeature(60)) numeric
@attribute KBCountFeature(30) numeric
@attribute log(KBCountFeature(30)) numeric
@attribute Focus {'out of focus','in focus'}
@attribute UserInputCountFeature(120) numeric
@attribute log(UserInputCountFeature(120)) numeric
@attribute _future_respondedWithin(60) {0,1}

@data
19,1.30103,111,2.049218,31,1.50515,'out of focus',843,2.926342,1
3,0.60206,75,1.880814,64,1.812913,'out of focus',849,2.929419,1
6,0.845098,71,1.857333,64,1.812913,'out of focus',1048,3.020775,1
44,1.653213,62,1.799341,0,0,'out of focus',2028,3.307282,1
2,0.477121,68,1.838849,68,1.838849,'out of focus',2457,3.390582,1
6,0.845098,98,1.995635,88,1.94939,'out of focus',2619,3.418301,1
1,0.30103,137,2.139879,125,2.100371,'out of focus',2658,3.424718,1
7,0.90309,160,2.206826,80,1.908485,'out of focus',2709,3.432969,1
7,0.90309,160,2.206826,80,1.908485,'out of focus',2709,3.432969,1
10,1.041393,150,2.178977,62,1.799341,'out of focus',2698,3.431203,1
19,1.30103,137,2.139879,10,1.041393,'out of focus',2448,3.388989,1
176,2.247973,2,0.477121,1,0.30103,'out of focus',7433,3.871223,0
19,1.30103,232,2.367356,48,1.690196,'out of focus',8142,3.910784,0
51,1.716003,41,1.623249,0,0,'out of focus',1934,3.286681,0
8,0.954243,249,2.39794,131,2.120574,'out of focus',2352,3.371622,1
2,0.477121,245,2.390935,121,2.08636,'out of focus',2278,3.357744,1
4,0.69897,236,2.374748,120,2.082785,'out of focus',2221,3.346744,1
13,1.146128,210,2.324282,118,2.075547,'out of focus',1833,3.263399,1
14,1.176091,177,2.25042,46,1.672098,'out of focus',1223,3.087781,1
6,0.845098,241,2.383815,147,2.170262,'out of focus',912,2.960471,1
3,0.60206,210,2.324282,152,2.184691,'out of focus',878,2.943989,1
1,0.30103,192,2.285557,133,2.127105,'out of focus',870,2.940018,1
2,0.477121,244,2.389166,94,1.977724,'out of focus',893,2.951338,0
57670,4.760957,12,1.113943,12,1.113943,'in focus',854,2.931966,0
57688,4.761093,22,1.361728,22,1.361728,'out of focus',897,2.953276,0
57692,4.761123,22,1.361728,22,1.361728,'out of focus',897,2.953276,1
59,1.778151,5,0.778151,0,0,'out of focus',1224,3.088136,0
85,1.934498,0,0,0,0,'out of focus',1197,3.078457,1
114,2.060698,0,0,0,0,'out of focus',841,2.925312,1
6,0.845098,66,1.826075,66,1.826075,'out of focus',807,2.907411,0
23,1.380211,66,1.826075,41,1.623249,'out of focus',833,2.921166,1
46,1.672098,66,1.826075,0,0,'out of focus',837,2.923244,1
67,1.832509,0,0,0,0,'out of focus',662,2.821514,1
13,1.146128,175,2.245513,94,1.977724,'out of focus',1352,3.131298,1
2,0.477121,178,2.252853,49,1.69897,'out of focus',1455,3.163161,1
4,0.69897,178,2.252853,41,1.623249,'out of focus',1545,3.189209,1
13,1.146128,221,2.346353,106,2.029384,'in focus',912,2.960471,1
19,1.30103,221,2.346353,72,1.863323,'out of focus',1096,3.040207,1
6,0.845098,25,1.414973,25,1.414973,'out of focus',1563,3.194237,1
7,0.90309,71,1.857333,49,1.69897,'out of focus',1622,3.210319,1
16,1.230449,103,2.017033,78,1.897627,'out of focus',1594,3.202761,1
1,0.30103,188,2.276462,118,2.075547,'out of focus',1593,3.202488,1
5,0.778151,210,2.324282,139,2.146128,'out of focus',1586,3.200577,1
6,0.845098,223,2.350248,164,2.217484,'out of focus',1580,3.198932,1
10,1.041393,247,2.394452,77,1.892095,'out of focus',1542,3.188366,1
6,0.845098,132,2.123852,62,1.799341,'out of focus',1437,3.157759,0
21,1.342423,64,1.812913,6,0.845098,'out of focus',1320,3.120903,0
2,0.477121,15,1.20412,15,1.20412,'out of focus',753,2.877371,1
7,0.90309,15,1.20412,15,1.20412,'out of focus',789,2.897627,1
4,0.69897,39,1.60206,24,1.39794,'out of focus',1277,3.106531,1
9,1,74,1.875061,50,1.70757,'out of focus',2101,3.322633,1
3,0.60206,74,1.875061,55,1.748188,'out of focus',2244,3.351216,0
9,1,73,1.869232,44,1.653213,'out of focus',2259,3.354108,0
48,1.690196,5,0.778151,0,0,'out of focus',3884,3.589391,0
15,1.20412,50,1.70757,44,1.653213,'out of focus',2903,3.462997,0
20,1.322219,101,2.0086,52,1.724276,'out of focus',525,2.720986,0
534,2.728354,101,2.0086,52,1.724276,'out of focus',525,2.720986,0
15,1.20412,20,1.322219,9,1,'out of focus',1458,3.164055,1
2,0.477121,54,1.740363,37,1.579784,'out of focus',1866,3.271144,1
3,0.60206,87,1.944483,70,1.851258,'out of focus',1989,3.298853,1
4,0.69897,87,1.944483,70,1.851258,'out of focus',1990,3.299071,1
1,0.30103,251,2.401401,144,2.161368,'out of focus',2236,3.349666,0
6,0.845098,251,2.401401,108,2.037427,'out of focus',2208,3.344196,0
22,1.361728,181,2.260071,18,1.278754,'out of focus',3182,3.502837,0
31,1.50515,144,2.161368,0,0,'out of focus',3369,3.52763,0
12,1.113943,130,2.117271,25,1.414973,'out of focus',4764,3.678063,1
35,1.556303,25,1.414973,0,0,'out of focus',2629,3.419956,1
37,1.579784,126,2.103804,0,0,'out of focus',374,2.574031,1
41,1.623249,100,2.004321,0,0,'out of focus',374,2.574031,1
16,1.230449,74,1.875061,74,1.875061,'out of focus',616,2.790285,1
20,1.322219,74,1.875061,67,1.832509,'out of focus',720,2.857935,1
26,1.431364,89,1.954243,55,1.748188,'out of focus',745,2.872739,1
5,0.778151,91,1.963788,17,1.255273,'out of focus',903,2.956168,1
13,1.146128,91,1.963788,17,1.255273,'out of focus',1037,3.016197,1
7,0.90309,65,1.819544,13,1.146128,'out of focus',1318,3.120245,0
16,1.230449,17,1.255273,17,1.255273,'out of focus',2137,3.330008,0
62,1.799341,121,2.08636,121,2.08636,'out of focus',358,2.555094,1
67,1.832509,0,0,0,0,'out of focus',499,2.69897,1
33,1.531479,127,2.10721,0,0,'out of focus',517,2.71433,1
45,1.662758,81,1.913814,0,0,'out of focus',412,2.61595,1
8,0.954243,100,2.004321,100,2.004321,'out of focus',340,2.532754,1
14,1.176091,128,2.11059,128,2.11059,'out of focus',366,2.564666,1
154,2.190332,0,0,0,0,'out of focus',0,0,1
12519,4.097604,74,1.875061,33,1.531479,'out of focus',2005,3.302331,1
12523,4.097743,74,1.875061,31,1.50515,'out of focus',2109,3.324282,1
6,0.845098,181,2.260071,128,2.11059,'out of focus',2330,3.367542,1
8,0.954243,151,2.181844,24,1.39794,'out of focus',1411,3.149835,1
1,0.30103,118,2.075547,54,1.740363,'out of focus',1136,3.05576,1
4,0.69897,97,1.991226,73,1.869232,'out of focus',1069,3.029384,1
8,0.954243,97,1.991226,73,1.869232,'out of focus',1076,3.032216,1
17,1.255273,97,1.991226,19,1.30103,'out of focus',1411,3.149835,1
1,0.30103,197,2.296665,162,2.212188,'out of focus',1663,3.221153,1
9,1,214,2.332438,97,1.991226,'out of focus',1747,3.242541,1
15,1.20412,205,2.313867,94,1.977724,'out of focus',890,2.949878,1
81,1.913814,13,1.146128,13,1.146128,'out of focus',4604,3.66323,1
12,1.113943,95,1.982271,15,1.20412,'out of focus',5045,3.702947,1
14,1.176091,202,2.307496,80,1.908485,'out of focus',2184,3.339451,0
28,1.462398,193,2.287802,2,0.477121,'out of focus',3456,3.538699,1
32,1.518514,86,1.939519,0,0,'out of focus',2928,3.466719,1
75,1.880814,49,1.69897,25,1.414973,'out of focus',5680,3.754425,1
86,1.939519,42,1.633468,12,1.113943,'out of focus',5196,3.715753,1
94,1.977724,37,1.579784,11,1.079181,'out of focus',5164,3.71307,1
26633,4.425436,0,0,0,0,'in focus',24,1.39794,0
10,1.041393,101,2.0086,101,2.0086,'out of focus',315,2.499687,1
18,1.278754,141,2.152288,141,2.152288,'out of focus',355,2.55145,1
2,0.477121,152,2.184691,139,2.146128,'out of focus',366,2.564666,1
12,1.113943,294,2.469822,159,2.20412,'out of focus',556,2.745855,1
13,1.146128,231,2.365488,90,1.959041,'out of focus',597,2.776701,1
9,1,180,2.257679,115,2.064458,'out of focus',1046,3.019947,1
6,0.845098,137,2.139879,30,1.491362,'out of focus',1562,3.193959,1
13,1.146128,126,2.103804,11,1.079181,'out of focus',1875,3.273233,1
87,1.944483,36,1.568202,36,1.568202,'in focus',12663,4.102571,1
28,1.462398,412,2.61595,7,0.90309,'out of focus',13719,4.137354,1
93673,4.971619,0,0,0,0,'in focus',1961,3.292699,1
29,1.477121,71,1.857333,2,0.477121,'out of focus',1874,3.273001,0
10,1.041393,18,1.278754,18,1.278754,'out of focus',3403,3.53199,1
54,1.740363,169,2.230449,140,2.149219,'in focus',1104,3.043362,1
65,1.819544,420,2.624282,420,2.624282,'out of focus',1344,3.128722,1
76,1.886491,950,2.978181,284,2.454845,'out of focus',2143,3.331225,0
232,2.367356,1300,3.114277,504,2.703291,'in focus',2805,3.448088,1
155,2.193125,43,1.643453,19,1.30103,'in focus',3313,3.520353,0
77405,4.888775,1060,3.025715,354,2.550228,'in focus',4919,3.691965,1
3,0.60206,843,2.926342,353,2.549003,'out of focus',3399,3.531479,1
145,2.164353,8,0.954243,8,0.954243,'out of focus',11280,4.052348,0
21,1.342423,14,1.176091,14,1.176091,'in focus',2622,3.418798,0
19,1.30103,117,2.071882,114,2.060698,'out of focus',1659,3.220108,1
22,1.361728,131,2.120574,122,2.089905,'out of focus',1630,3.212454,1
4,0.69897,216,2.33646,91,1.963788,'out of focus',1708,3.232742,1
3,0.60206,185,2.269513,98,1.995635,'out of focus',1841,3.26529,1
4,0.69897,184,2.267172,94,1.977724,'out of focus',1851,3.267641,1
3,0.60206,178,2.252853,79,1.90309,'out of focus',1864,3.270679,1
15,1.20412,191,2.283301,99,2,'out of focus',1924,3.284431,1
15,1.20412,155,2.193125,69,1.845098,'out of focus',1573,3.197005,1
31,1.50515,123,2.093422,15,1.20412,'out of focus',1143,3.058426,1
1,0.30103,125,2.100371,38,1.591065,'out of focus',1125,3.051538,1
36,1.568202,60,1.78533,9,1,'out of focus',763,2.883093,1
61,1.792392,22,1.361728,14,1.176091,'out of focus',1452,3.162266,1
21,1.342423,173,2.240549,50,1.70757,'out of focus',2228,3.34811,1
13,1.146128,192,2.285557,101,2.0086,'out of focus',2515,3.400711,1
11,1.079181,166,2.222716,84,1.929419,'out of focus',2301,3.362105,0
34,1.544068,133,2.127105,0,0,'out of focus',1555,3.19201,1
37,1.579784,43,1.643453,0,0,'out of focus',836,2.922725,1
14,1.176091,63,1.80618,63,1.80618,'out of focus',1090,3.037825,0
11867,4.074378,0,0,0,0,'in focus',27,1.447158,1
11871,4.074524,0,0,0,0,'out of focus',36,1.568202,1
11880,4.074853,0,0,0,0,'out of focus',53,1.732394,1
2740,3.437909,0,0,0,0,'out of focus',4915,3.691612,1
2740,3.437909,0,0,0,0,'out of focus',4915,3.691612,1
2752,3.439806,0,0,0,0,'in focus',4528,3.656002,1
4,0.69897,18,1.278754,18,1.278754,'in focus',4194,3.622732,1
13,1.146128,43,1.643453,43,1.643453,'in focus',3184,3.503109,1
16,1.230449,43,1.643453,43,1.643453,'in focus',3139,3.49693,1
19,1.30103,60,1.78533,60,1.78533,'in focus',3031,3.481729,1
20,1.322219,63,1.80618,60,1.78533,'in focus',2908,3.463744,1
72,1.863323,2,0.477121,0,0,'out of focus',1987,3.298416,0
88,1.94939,2,0.477121,0,0,'out of focus',2255,3.353339,0
90,1.959041,2,0.477121,0,0,'out of focus',2295,3.360972,0
30,1.491362,170,2.232996,0,0,'out of focus',3849,3.585461,1
37,1.579784,100,2.004321,18,1.278754,'out of focus',1198,3.078819,1
35,1.556303,200,2.303196,104,2.021189,'out of focus',856,2.932981,1
41,1.623249,288,2.460898,170,2.232996,'out of focus',900,2.954725,1
72,1.863323,0,0,0,0,'in focus',1137,3.056142,1
73,1.869232,0,0,0,0,'in focus',1135,3.055378,1
4,0.69897,123,2.093422,123,2.093422,'out of focus',988,2.995196,1
7,0.90309,123,2.093422,123,2.093422,'out of focus',971,2.987666,1
15,1.20412,123,2.093422,64,1.812913,'out of focus',933,2.970347,1
13,1.146128,127,2.10721,4,0.69897,'out of focus',820,2.914343,1
17,1.255273,127,2.10721,4,0.69897,'out of focus',771,2.887617,1
10,1.041393,93,1.973128,89,1.954243,'out of focus',839,2.924279,1
18,1.278754,94,1.977724,5,0.778151,'out of focus',470,2.673021,1
14,1.176091,17,1.255273,12,1.113943,'out of focus',287,2.459392,1
6,0.845098,29,1.477121,27,1.447158,'out of focus',304,2.4843,0
1,0.30103,97,1.991226,97,1.991226,'out of focus',3960,3.597805,1
15,1.20412,97,1.991226,79,1.90309,'out of focus',2132,3.328991,1
21,1.342423,190,2.281033,93,1.973128,'in focus',2641,3.421933,1
16,1.230449,110,2.045323,53,1.732394,'out of focus',4788,3.680245,1
25,1.414973,119,2.079181,31,1.50515,'out of focus',4892,3.689575,1
42,1.633468,137,2.139879,52,1.724276,'out of focus',4454,3.648848,1
11,1.079181,143,2.158362,64,1.812913,'out of focus',4326,3.636187,0
33,1.531479,227,2.357935,152,2.184691,'out of focus',4027,3.605089,1
49,1.69897,59,1.778151,25,1.414973,'out of focus',5671,3.753736,0
441,2.645422,0,0,0,0,'in focus',1087,3.036629,1
442,2.646404,0,0,0,0,'in focus',1087,3.036629,1
19,1.30103,710,2.85187,710,2.85187,'out of focus',1987,3.298416,1
29,1.477121,710,2.85187,189,2.278754,'out of focus',2141,3.330819,1
8,0.954243,718,2.856729,8,0.954243,'out of focus',4926,3.692583,1
23,1.380211,47,1.681241,47,1.681241,'out of focus',4914,3.691524,1
31,1.50515,47,1.681241,47,1.681241,'out of focus',4911,3.691258,1
37,1.579784,47,1.681241,45,1.662758,'out of focus',4905,3.690728,1
5,0.778151,47,1.681241,0,0,'out of focus',4854,3.686189,1
7,0.90309,47,1.681241,0,0,'out of focus',4829,3.683947,1
51400,4.710972,0,0,0,0,'out of focus',1464,3.165838,1
51400,4.710972,0,0,0,0,'out of focus',1464,3.165838,1
788,2.897077,976,2.989895,432,2.636488,'in focus',5280,3.722716,1
789,2.897627,976,2.989895,420,2.624282,'in focus',5078,3.705778,1
4,0.69897,871,2.940516,247,2.394452,'out of focus',4822,3.683317,1
8,0.954243,636,2.804139,56,1.755875,'out of focus',4430,3.646502,0
12,1.113943,544,2.736397,48,1.690196,'out of focus',4430,3.646502,0
24,1.39794,236,2.374748,29,1.477121,'out of focus',4546,3.657725,1
27,1.447158,132,2.123852,19,1.30103,'out of focus',4546,3.657725,1
21,1.342423,246,2.392697,152,2.184691,'out of focus',1442,3.159266,1
9,1,272,2.436163,121,2.08636,'out of focus',1221,3.087071,1
8,0.954243,184,2.267172,107,2.033424,'out of focus',1215,3.084934,0
16,1.230449,151,2.181844,70,1.851258,'out of focus',1166,3.067071,0
24,1.39794,71,1.857333,7,0.90309,'out of focus',1469,3.167317,1
33,1.531479,71,1.857333,0,0,'out of focus',1608,3.206556,1
11,1.079181,48,1.690196,41,1.623249,'out of focus',2268,3.355835,1
3,0.60206,145,2.164353,127,2.10721,'out of focus',2666,3.426023,1
9,1,150,2.178977,82,1.919078,'out of focus',2921,3.46568,1
6,0.845098,160,2.206826,80,1.908485,'out of focus',2709,3.432969,1
28,1.462398,98,1.995635,8,0.954243,'out of focus',1947,3.289589,1
12,1.113943,74,1.875061,11,1.079181,'out of focus',1838,3.264582,1
37,1.579784,11,1.079181,0,0,'out of focus',2327,3.366983,1
9,1,18,1.278754,18,1.278754,'out of focus',2549,3.40654,1
17,1.255273,49,1.69897,31,1.50515,'out of focus',2652,3.423737,0
9,1,88,1.94939,88,1.94939,'in focus',3308,3.519697,1
39,1.60206,155,2.193125,67,1.832509,'out of focus',2705,3.432328,1
7,0.90309,217,2.338456,159,2.20412,'out of focus',1766,3.247237,1
2,0.477121,284,2.454845,179,2.255273,'out of focus',1189,3.075547,1
1,0.30103,285,2.456366,173,2.240549,'out of focus',1189,3.075547,1
2,0.477121,285,2.456366,168,2.227887,'out of focus',1140,3.057286,1
4,0.69897,285,2.456366,151,2.181844,'out of focus',1038,3.016616,1
5,0.778151,264,2.423246,99,2,'out of focus',720,2.857935,0
9,1,96,1.986772,96,1.986772,'out of focus',1205,3.081347,1
3,0.60206,124,2.09691,94,1.977724,'out of focus',1243,3.09482,1
1,0.30103,126,2.103804,89,1.954243,'out of focus',1298,3.113609,0
483,2.684845,33,1.531479,33,1.531479,'in focus',5267,3.721646,1
489,2.690196,48,1.690196,48,1.690196,'out of focus',5618,3.749659,1
490,2.691081,48,1.690196,48,1.690196,'out of focus',5685,3.754807,1
498,2.698101,66,1.826075,39,1.60206,'out of focus',5806,3.763952,1
4216,3.625004,0,0,0,0,'in focus',151,2.181844,1
4216,3.625004,0,0,0,0,'in focus',151,2.181844,1
7,0.90309,15,1.20412,15,1.20412,'out of focus',367,2.565848,1
46,1.672098,26,1.431364,0,0,'out of focus',1141,3.057666,0
6,0.845098,18,1.278754,18,1.278754,'out of focus',471,2.673942,1
13,1.146128,18,1.278754,18,1.278754,'out of focus',556,2.745855,1
15,1.20412,18,1.278754,18,1.278754,'out of focus',556,2.745855,1
8,0.954243,68,1.838849,59,1.778151,'out of focus',825,2.91698,1
16,1.230449,98,1.995635,80,1.908485,'out of focus',1094,3.039414,1
18,1.278754,128,2.11059,110,2.045323,'out of focus',1124,3.051153,1
23,1.380211,147,2.170262,129,2.113943,'out of focus',1275,3.105851,1
24,1.39794,147,2.170262,129,2.113943,'out of focus',1388,3.142702,1
27,1.447158,30,1.491362,4,0.69897,'in focus',994,2.997823,1
35,1.556303,11,1.079181,0,0,'out of focus',1018,3.008174,1
38,1.591065,10,1.041393,0,0,'out of focus',1018,3.008174,1
11,1.079181,19,1.30103,19,1.30103,'out of focus',1255,3.09899,1
7,0.90309,32,1.518514,27,1.447158,'out of focus',1822,3.260787,1
19,1.30103,319,2.50515,174,2.243038,'out of focus',2348,3.370883,1
11,1.079181,297,2.474216,119,2.079181,'out of focus',2341,3.369587,1
8,0.954243,181,2.260071,62,1.799341,'out of focus',1539,3.187521,1
4,0.69897,138,2.143015,42,1.633468,'out of focus',1539,3.187521,1
12,1.113943,143,2.158362,88,1.94939,'out of focus',1457,3.163758,1
17,1.255273,140,2.149219,72,1.863323,'out of focus',1414,3.150756,1
32,1.518514,100,2.004321,58,1.770852,'out of focus',1628,3.211921,1
6,0.845098,146,2.167317,74,1.875061,'out of focus',1863,3.270446,1
13,1.146128,134,2.130334,64,1.812913,'out of focus',1868,3.271609,1
3,0.60206,395,2.597695,199,2.30103,'out of focus',1382,3.140822,1
10,1.041393,287,2.459392,71,1.857333,'out of focus',2164,3.335458,1
5,0.778151,26,1.431364,26,1.431364,'out of focus',634,2.802774,1
9,1,53,1.732394,36,1.568202,'out of focus',883,2.946452,1
15,1.20412,105,2.025306,81,1.913814,'out of focus',2772,3.44295,0
3,0.60206,101,2.0086,101,2.0086,'out of focus',6250,3.79595,1
11,1.079181,109,2.041393,101,2.0086,'out of focus',6492,3.812445,1
49,1.69897,3,0.60206,0,0,'out of focus',6895,3.838597,0
118,2.075547,0,0,0,0,'out of focus',7351,3.866406,0
12,1.113943,95,1.982271,73,1.869232,'out of focus',3755,3.574726,1
63,1.80618,35,1.556303,6,0.845098,'out of focus',3244,3.511215,0
12,1.113943,51,1.716003,51,1.716003,'out of focus',4210,3.624385,1
93,1.973128,52,1.724276,52,1.724276,'out of focus',4189,3.622214,0
150,2.178977,0,0,0,0,'out of focus',4365,3.640084,0
26,1.431364,186,2.271842,47,1.681241,'out of focus',2684,3.428944,1
11,1.079181,107,2.033424,11,1.079181,'out of focus',3029,3.481443,1
23,1.380211,41,1.623249,3,0.60206,'out of focus',3043,3.483445,1
3,0.60206,21,1.342423,10,1.041393,'out of focus',3804,3.580355,0
13,1.146128,1,0.30103,0,0,'in focus',2888,3.460748,1
721,2.858537,1,0.30103,0,0,'in focus',2623,3.418964,1
5,0.778151,108,2.037427,108,2.037427,'in focus',2379,3.376577,1
0,0,117,2.071882,117,2.071882,'in focus',2333,3.368101,1
9,1,117,2.071882,117,2.071882,'in focus',2114,3.32531,1
8,0.954243,133,2.127105,59,1.778151,'in focus',1706,3.232234,1
13,1.146128,150,2.178977,47,1.681241,'in focus',1639,3.214844,1
2,0.477121,160,2.206826,43,1.643453,'in focus',1531,3.185259,1
3,0.60206,168,2.227887,51,1.716003,'in focus',1458,3.164055,1
6,0.845098,181,2.260071,64,1.812913,'in focus',1241,3.094122,1
10,1.041393,185,2.269513,121,2.08636,'in focus',827,2.91803,1
2,0.477121,202,2.307496,111,2.049218,'in focus',844,2.926857,1
1,0.30103,208,2.320146,93,1.973128,'in focus',906,2.957607,1
6,0.845098,208,2.320146,58,1.770852,'in focus',886,2.947924,1
7,0.90309,208,2.320146,48,1.690196,'in focus',885,2.947434,1
12,1.113943,219,2.342423,74,1.875061,'in focus',906,2.957607,1
14,1.176091,227,2.357935,89,1.954243,'in focus',892,2.950851,1
4,0.69897,220,2.344392,94,1.977724,'in focus',708,2.850646,1
6,0.845098,221,2.346353,97,1.991226,'in focus',722,2.859138,1
27,1.447158,111,2.049218,23,1.380211,'out of focus',1325,3.122544,0
1605,3.205746,0,0,0,0,'out of focus',186,2.271842,1
1606,3.206016,0,0,0,0,'out of focus',282,2.451786,1
27,1.447158,8,0.954243,8,0.954243,'out of focus',437,2.641474,1
9,1,10,1.041393,10,1.041393,'out of focus',1508,3.178689,0
60750,4.783553,0,0,0,0,'in focus',907,2.958086,1
11,1.079181,170,2.232996,170,2.232996,'out of focus',1662,3.220892,1
40,1.612784,832,2.920645,532,2.726727,'out of focus',3180,3.502564,1
42,1.633468,879,2.944483,568,2.755112,'out of focus',3236,3.510143,1
29,1.477121,500,2.699838,321,2.507856,'out of focus',2711,3.43329,1
35,1.556303,212,2.32838,12,1.113943,'out of focus',1822,3.260787,0
18,1.278754,38,1.591065,7,0.90309,'out of focus',5047,3.703119,1
31,1.50515,15,1.20412,0,0,'out of focus',5213,3.717171,1
49,1.69897,7,0.90309,0,0,'out of focus',5146,3.711554,1
175,2.245513,0,0,0,0,'out of focus',208,2.320146,0
185,2.269513,0,0,0,0,'out of focus',36,1.568202,0
187,2.274158,0,0,0,0,'out of focus',20,1.322219,0
70,1.851258,0,0,0,0,'out of focus',221,2.346353,0
99,2,0,0,0,0,'out of focus',157,2.198657,0
185,2.269513,0,0,0,0,'in focus',220,2.344392,0
339,2.531479,0,0,0,0,'out of focus',26,1.431364,0
182,2.262451,20,1.322219,16,1.230449,'in focus',3624,3.559308,1
5,0.778151,71,1.857333,55,1.748188,'out of focus',3798,3.579669,1
6,0.845098,71,1.857333,55,1.748188,'out of focus',3798,3.579669,1
40,1.612784,75,1.880814,16,1.230449,'in focus',4063,3.608954,1
5,0.778151,52,1.724276,42,1.633468,'out of focus',3979,3.599883,1
13,1.146128,52,1.724276,36,1.568202,'out of focus',3651,3.562531,1
19,1.30103,52,1.724276,36,1.568202,'out of focus',3288,3.517064,1
54,1.740363,43,1.643453,1,0.30103,'out of focus',793,2.899821,1
60,1.78533,36,1.568202,0,0,'out of focus',710,2.85187,1
62,1.799341,223,2.350248,122,2.089905,'out of focus',578,2.762679,1
81,1.913814,1,0.30103,1,0.30103,'out of focus',1199,3.079181,1
31,1.50515,33,1.531479,0,0,'out of focus',877,2.943495,0
37,1.579784,37,1.579784,4,0.69897,'out of focus',1311,3.117934,0
72,1.863323,0,0,0,0,'out of focus',5538,3.743431,1
80,1.908485,0,0,0,0,'out of focus',5817,3.764774,1
84,1.929419,0,0,0,0,'out of focus',5808,3.764101,1
3,0.60206,16,1.230449,16,1.230449,'out of focus',5102,3.707826,1
12,1.113943,71,1.857333,71,1.857333,'out of focus',4499,3.653213,1
941,2.974051,263,2.421604,109,2.041393,'in focus',1615,3.208441,0
3473,3.54083,52,1.724276,24,1.39794,'in focus',5556,3.74484,1
61,1.792392,115,2.064458,87,1.944483,'out of focus',6108,3.78597,1
81,1.913814,136,2.136721,118,2.075547,'out of focus',4890,3.689398,0
25972,4.414522,25,1.414973,24,1.39794,'in focus',3612,3.557868,1
57,1.763428,3,0.60206,0,0,'out of focus',4403,3.643847,1
42,1.633468,66,1.826075,0,0,'out of focus',4893,3.689664,1
46,1.672098,69,1.845098,3,0.60206,'out of focus',4895,3.689841,1
53,1.732394,36,1.568202,0,0,'out of focus',8368,3.922674,1
5,0.778151,15,1.20412,15,1.20412,'out of focus',7599,3.880814,1
8,0.954243,57,1.763428,57,1.763428,'out of focus',6432,3.808414,1
2,0.477121,117,2.071882,114,2.060698,'out of focus',5120,3.709355,1
4,0.69897,153,2.187521,136,2.136721,'out of focus',4065,3.609167,1
17,1.255273,169,2.230449,31,1.50515,'out of focus',3747,3.5738,1
26,1.431364,151,2.181844,20,1.322219,'out of focus',6192,3.791901,1
46,1.672098,32,1.518514,0,0,'out of focus',12134,4.08404,1
40,1.612784,130,2.117271,25,1.414973,'out of focus',11470,4.059601,0
3006,3.478133,0,0,0,0,'in focus',83,1.924279,0
148735,5.172416,0,0,0,0,'in focus',2272,3.356599,1
27,1.447158,167,2.225309,167,2.225309,'out of focus',2515,3.400711,0
40,1.612784,167,2.225309,160,2.206826,'out of focus',2129,3.32838,0
103,2.017033,183,2.264818,60,1.78533,'out of focus',2841,3.453624,1
47,1.681241,82,1.919078,0,0,'out of focus',9096,3.958898,1
66,1.826075,0,0,0,0,'out of focus',9259,3.966611,1
75,1.880814,0,0,0,0,'out of focus',8838,3.946403,1
4,0.69897,50,1.70757,50,1.70757,'out of focus',8495,3.929215,1
11,1.079181,54,1.740363,54,1.740363,'out of focus',8454,3.927114,1
11,1.079181,54,1.740363,54,1.740363,'out of focus',8454,3.927114,1
14,1.176091,73,1.869232,23,1.380211,'out of focus',5031,3.701741,1
14,1.176091,73,1.869232,23,1.380211,'out of focus',5031,3.701741,1
23,1.380211,60,1.78533,32,1.518514,'out of focus',2435,3.386677,1
26,1.431364,60,1.78533,27,1.447158,'out of focus',2396,3.379668,1
45,1.662758,174,2.243038,32,1.518514,'out of focus',354,2.550228,1
50,1.70757,136,2.136721,4,0.69897,'out of focus',363,2.561101,1
39,1.60206,84,1.929419,55,1.748188,'out of focus',440,2.644439,1
47,1.681241,84,1.929419,1,0.30103,'out of focus',455,2.658965,1
576,2.761176,0,0,0,0,'in focus',135,2.133539,0
29,1.477121,177,2.25042,3,0.60206,'out of focus',1198,3.078819,0
34,1.544068,147,2.170262,0,0,'out of focus',1198,3.078819,0
416,2.620136,0,0,0,0,'out of focus',21,1.342423,1
419,2.623249,0,0,0,0,'out of focus',21,1.342423,1
1262,3.101403,98,1.995635,0,0,'in focus',3691,3.567262,1
8,0.954243,40,1.612784,6,0.845098,'out of focus',3959,3.597695,1
47,1.681241,111,2.049218,58,1.770852,'out of focus',3365,3.527114,1
151,2.181844,128,2.11059,118,2.075547,'out of focus',4355,3.639088,0
87,1.944483,64,1.812913,64,1.812913,'out of focus',3161,3.499962,0
99,2,64,1.812913,36,1.568202,'out of focus',3576,3.553519,1
146,2.167317,197,2.296665,167,2.225309,'out of focus',3719,3.570543,1
79,1.90309,46,1.672098,34,1.544068,'out of focus',1895,3.277838,1
75,1.880814,12,1.113943,12,1.113943,'out of focus',3690,3.567144,1
75,1.880814,12,1.113943,12,1.113943,'out of focus',3690,3.567144,1
